0:10	Account: tuanlovekun5	 Name: §­êngÙM«n	 Level: 112	 IP Address: 171.237.220.33 : 2063
0:11	Account: tuanlovekun4	 Name: 5StÙThiªnÙNhÉn	 Level: 101	 IP Address: 171.237.220.33 : 2065
0:11	Account: tuanlovekun3	 Name: 4StÙThiªnÙNhÉn	 Level: 101	 IP Address: 171.237.220.33 : 2067
0:13	Account: tuanlovekun2	 Name: 3StÙThiªnÙNhÉn	 Level: 104	 IP Address: 171.237.220.33 : 49204
0:14	Account: tuanlovekun1	 Name: 2StÙThiªnÙNhÉn	 Level: 99	 IP Address: 171.237.220.33 : 49206
0:14	Account: tuanlovekun	 Name: 1StÙThiªnÙNhÉn	 Level: 104	 IP Address: 171.237.220.33 : 2095
0:16	Account: mrhung1	 Name: sadadsadsa	 Level: 80	 IP Address: 42.114.31.43 : 49995
0:20	Account: bogiabacki4	 Name: Bi5doc	 Level: 100	 IP Address: 171.241.91.226 : 62020
0:27	Account: tranvinh06	 Name: ThiªnÙ§ŞaÙV«ÙCù	 Level: 106	 IP Address: 113.176.247.29 : 56787
0:27	Account: tranvinh05	 Name: 75ÙNhíÙMétÙNg­êi	 Level: 106	 IP Address: 113.176.247.29 : 56789
0:27	Account: tranvinh02	 Name: HuúnhÙNi	 Level: 106	 IP Address: 113.176.247.29 : 56791
0:27	Account: tranvinh03	 Name: ItsÙMyLife	 Level: 106	 IP Address: 113.176.247.29 : 56795
0:27	Account: tranvinh01	 Name: Ù2SaoÙ1g¹ch	 Level: 107	 IP Address: 113.176.247.29 : 56797
0:27	Account: tranvinh04	 Name: B­ímÙEmÙCãÙ§éc	 Level: 106	 IP Address: 113.176.247.29 : 56799
0:38	Account: bogiabacki1	 Name: bitheosau	 Level: 100	 IP Address: 171.241.91.226 : 58005
0:39	Account: bogiabacki1	 Name: bitheosau	 Level: 100	 IP Address: 171.241.91.226 : 60909
0:39	Account: bogiabacki1	 Name: bitheosau	 Level: 100	 IP Address: 171.241.91.226 : 63256
0:47	Account: blackboy87	 Name: EsÙTheÙKing	 Level: 100	 IP Address: 42.117.154.95 : 54153
1:7	Account: timlaivohien	 Name: EyeSmile	 Level: 99	 IP Address: 14.233.97.112 : 54913
1:8	Account: timlaivohien2	 Name: EyeSmile6	 Level: 92	 IP Address: 14.233.97.112 : 55009
1:15	Account: timlaivohien3	 Name: EyeSmile7	 Level: 90	 IP Address: 14.233.97.112 : 56321
1:15	Account: timlaivohien1	 Name: EyeSmile2	 Level: 93	 IP Address: 14.233.97.112 : 56513
1:17	Account: timlaivohien3	 Name: EyeSmile7	 Level: 90	 IP Address: 14.233.97.112 : 56833
1:19	Account: timlaivohien2	 Name: EyeSmile6	 Level: 92	 IP Address: 14.233.97.112 : 57057
1:31	Account: tuanlovekun4	 Name: 5StÙThiªnÙNhÉn	 Level: 101	 IP Address: 171.237.220.33 : 49244
1:31	Account: tuanlovekun2	 Name: 3StÙThiªnÙNhÉn	 Level: 104	 IP Address: 171.237.220.33 : 2135
1:31	Account: tuanlovekun5	 Name: §­êngÙM«n	 Level: 112	 IP Address: 171.237.220.33 : 2137
